the_geom,dem,sec,ln,pan,pri,prd,pvem,pt,mc,na,morena,pes,ph,pt_mor_pes,pt_morena,pt_pes,mor_pes,pan_prd_mc,pan_prd,pan_mc,prd_mc,cnr,nulos,totales,max,2max,3max,marg_1_2,marg_p_1_2,mar_2_3,marg_p_2_3,part_p,pan_p,pri_p,prd_p,pvem_p,pt_p,mc_p,na_p,morena_p,pes_p,ph_p,pt_mor_pes_p,pt_morena_p,pt_pes_p,mor_pes_P,pan_prd_mc_p,pan_prd_p,pan_mc_p,prd_mc_p,cnr_p,nulos_p,totales_p,max_p,max2_p,max3_p,1er,2ndo,3er,coal_pan_prd_mc,coal_morena_pt_pes,coal_pri,coal_pvem,coal_otros_,coal_totales_p,max_coal,max2_coal,max3_coal,1er_coal,2ndo_coal,3er_coal%
0106000020E6100000010000000103000000010000000F000000F2EA973B4AC958C0A6CC4CCF0E6033403FC4162F4BC958C0EF210ACFF15F33403B514D604DC958C0D65E1FB4B75F33403ECCE6FC57C958C0A338C280BD5F3340B7CED64365C958C00AC7DC65C55F33400335E2296AC958C0A34B2CB4505F3340D596727F5DC958C01A8FEC0D3F5F3340CDAF6FBE50C958C0C7A6B3742F5F3340BAFC030944C958C0F2CB51FF1D5F334086BE6EC936C958C0823B2AA70D5F3340B24F4B8033C958C024930C035E5F334049C9547B30C958C09C6948DBA75F3340776FA8B12EC958C09365B96ED25F3340CF520BDC3AC958C021897D5DF35F3340F2EA973B4AC958C0A6CC4CCF0E603340,BENITO JUAREZ,4401,2016,423,123,29,47,26,19,31,646,23,44,17,5,1,2,7,0,0,0,0,39,1482,646,423,123,223,0.150472335,300,0.20242915,0.735119048,28.54%,8.30%,1.96%,3.17%,1.75%,1.28%,2.09%,43.59%,1.55%,2.97%,1.15%,0.34%,0.07%,0.13%,0.47%,0.00%,0.00%,0.00%,0.00%,2.63%,100.00%,43.59%,28.54%,8.30%,MORENA,PAN,PRI,32.25%,46.96%,8.30%,3.17%,9.24%,99.93%,46.96%,32.25%,8.30%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E6100000010000000103000000010000000B0000000A765E372EC958C0ECBE45D4E45F3340776FA8B12EC958C09365B96ED25F334049C9547B30C958C09C6948DBA75F3340B24F4B8033C958C024930C035E5F3340AB1B646C27C958C07534736B565F33402BF6E88F20C958C061214B36525F3340E4BE76B20AC958C09A94BE18445F334016EEC8E908C958C06E8DBC33725F33401010507C13C958C0EEB1CACC845F334017BEFFE11AC958C0FA9FA847DE5F33400A765E372EC958C0ECBE45D4E45F3340,BENITO JUAREZ,4402,954,220,65,16,15,10,12,5,247,14,17,9,1,0,2,2,2,1,0,0,16,654,247,220,65,27,0.041284404,155,0.237003058,0.685534591,33.64%,9.94%,2.45%,2.29%,1.53%,1.83%,0.76%,37.77%,2.14%,2.60%,1.38%,0.15%,0.00%,0.31%,0.31%,0.31%,0.15%,0.00%,0.00%,2.45%,100.00%,37.77%,33.64%,9.94%,MORENA,PAN,PRI,38.69%,41.13%,9.94%,2.29%,7.95%,100.00%,41.13%,38.69%,9.94%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E6100000010000000103000000010000000D000000398347F603C958C091F65582F25F3340F34DDEEA04C958C083FB0BDED65F33406BB4A08006C958C0318C3FAEAE5F334016EEC8E908C958C06E8DBC33725F3340A14A8E35FAC858C06A8E5BC95B5F3340930A811CEAC858C04E3BAE04445F33400356441FE8C858C0BF34E47E685F334067002D9DDCC858C0FB2E97985F5F3340B0031446DAC858C011C356328D5F3340424E188FE5C858C00CEA906A965F3340DC2A10D9F5C858C01445781BA35F334062460B73F2C858C08266CC06E45F3340398347F603C958C091F65582F25F3340,BENITO JUAREZ,4403,711,238,45,15,20,7,8,13,179,3,16,9,1,0,2,4,2,1,0,0,12,575,238,179,45,59,0.102608696,134,0.233043478,0.808720113,41.39%,7.83%,2.61%,3.48%,1.22%,1.39%,2.26%,31.13%,0.52%,2.78%,1.57%,0.17%,0.00%,0.35%,0.70%,0.35%,0.17%,0.00%,0.00%,2.09%,100.00%,41.39%,31.13%,7.83%,PAN,MORENA,PRI,46.61%,34.43%,7.83%,3.48%,7.65%,100.00%,46.61%,34.43%,7.83%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000019000000244D39E2D6C858C0DB1E5D4ACE5F3340B0031446DAC858C011C356328D5F334067002D9DDCC858C0FB2E97985F5F33400356441FE8C858C0BF34E47E685F3340930A811CEAC858C04E3BAE04445F3340A14A8E35FAC858C06A8E5BC95B5F334016EEC8E908C958C06E8DBC33725F3340E4BE76B20AC958C09A94BE18445F334009CA2D520CC958C03D79390C145F334079EE25B30DC958C0B7E03040EB5E3340E6F99206FEC858C0BE22631ED25E3340DF8055DAFAC858C0101EDF07CD5E33405FBF9DE3F8C858C04029CFC4C95E33406000FC84ECC858C0644DB038B55E3340EA4E6632EBC858C0474D9B3B025F3340B7BDF969DCC858C07FDC4FF6FA5E3340D61A950EDCC858C0C29643BEFA5E33404E87667ED0C858C02915DFA6F35E33400B1A077FC5C858C09925C914EC5E3340BFB3C251C2C858C04589EAA6245F3340D554DCA4BDC858C0A63814CB765F3340BB37D21CBAC858C06A214A66B65F33405DF54B44C0C858C0028F60BEBB5F3340AD4B1372CBC858C04D225032C55F3340244D39E2D6C858C0DB1E5D4ACE5F3340,BENITO JUAREZ,4404,2157,646,127,45,45,22,27,17,583,26,41,17,1,0,8,20,0,5,0,1,33,1664,646,583,127,63,0.037860577,456,0.274038462,0.771441817,38.82%,7.63%,2.70%,2.70%,1.32%,1.62%,1.02%,35.04%,1.56%,2.46%,1.02%,0.06%,0.00%,0.48%,1.20%,0.00%,0.30%,0.00%,0.06%,1.98%,100.00%,38.82%,35.04%,7.63%,PAN,MORENA,PRI,44.65%,37.92%,7.63%,2.70%,7.09%,100.00%,44.65%,37.92%,7.63%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000015000000EA4E6632EBC858C0474D9B3B025F33406000FC84ECC858C0644DB038B55E33405FBF9DE3F8C858C04029CFC4C95E3340DF8055DAFAC858C0101EDF07CD5E3340E6F99206FEC858C0BE22631ED25E334079EE25B30DC958C0B7E03040EB5E334024259A2D0FC958C0FA4F9992BF5E3340D8B479BF0FC958C0973393C4B05E33403573533211C958C0BD1B3B218B5E33408A5E1EB60CC958C01E3A8F2E885E3340DDBB5D1A0CC958C0265F30C8875E33405F1512A3FBC858C0140CB0F57C5E3340EA462B65F5C858C0D05B8376785E3340BA0051F0E7C858C02E77BA12705E334003BB75DECDC858C04F8CC1A7605E3340D6F73DE8C9C858C081976539A15E33400B1A077FC5C858C09925C914EC5E33404E87667ED0C858C02915DFA6F35E3340D61A950EDCC858C0C29643BEFA5E3340B7BDF969DCC858C07FDC4FF6FA5E3340EA4E6632EBC858C0474D9B3B025F3340,BENITO JUAREZ,4405,2018,482,147,32,37,19,17,31,575,18,48,12,1,0,3,11,3,0,0,3,55,1494,575,482,147,93,0.062248996,335,0.224230254,0.740336967,32.26%,9.84%,2.14%,2.48%,1.27%,1.14%,2.07%,38.49%,1.20%,3.21%,0.80%,0.07%,0.00%,0.20%,0.74%,0.20%,0.00%,0.00%,0.20%,3.68%,100.00%,38.49%,32.26%,9.84%,MORENA,PAN,PRI,36.48%,40.83%,9.84%,2.48%,10.37%,100.00%,40.83%,36.48%,9.84%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E6100000010000000103000000010000001000000084D4A80166C958C02859F8513B603340C7F9B20C67C958C01391282F22603340DC21E97E68C958C02C451005FE5F3340F6C822736FC958C03011E814016033407354223472C958C0A12A0173CC5F334006972B3976C958C0AED24ED3645F33407BEB313D70C958C0EC9D1C945B5F33400335E2296AC958C0A34B2CB4505F3340B7CED64365C958C00AC7DC65C55F33403ECCE6FC57C958C0A338C280BD5F33403B514D604DC958C0D65E1FB4B75F33403FC4162F4BC958C0EF210ACFF15F3340F2EA973B4AC958C0A6CC4CCF0E603340FBAD4FD848C958C0C0F92D32376033404986EF684BC958C0445C27132F60334084D4A80166C958C02859F8513B603340,BENITO JUAREZ,4406,1476,296,72,40,25,15,10,17,414,23,29,18,4,0,1,7,2,1,1,2,26,1003,414,296,72,118,0.117647059,224,0.22333001,0.679539295,29.51%,7.18%,3.99%,2.49%,1.50%,1.00%,1.69%,41.28%,2.29%,2.89%,1.79%,0.40%,0.00%,0.10%,0.70%,0.20%,0.10%,0.10%,0.20%,2.59%,100.00%,41.28%,29.51%,7.18%,MORENA,PAN,PRI,35.59%,45.06%,7.18%,2.49%,9.67%,100.00%,45.06%,35.59%,7.18%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E6100000010000000103000000010000000F000000B24F4B8033C958C024930C035E5F334086BE6EC936C958C0823B2AA70D5F3340A6F387C62AC958C07A29E53FFF5E334051C6BEA825C958C0FDEB7722F85E3340B6F90D3B1EC958C073847A35EA5E334035E291971DC958C0483C5864E85E33402DCF93631BC958C0E21DB71FE25E3340C302F74912C958C0C7E1DCB8C65E334024259A2D0FC958C0FA4F9992BF5E334079EE25B30DC958C0B7E03040EB5E334009CA2D520CC958C03D79390C145F3340E4BE76B20AC958C09A94BE18445F33402BF6E88F20C958C061214B36525F3340AB1B646C27C958C07534736B565F3340B24F4B8033C958C024930C035E5F3340,BENITO JUAREZ,4407,757,113,52,22,21,12,7,6,233,11,16,10,2,1,1,4,0,0,0,0,16,527,233,113,52,120,0.227703985,61,0.115749526,0.696169089,21.44%,9.87%,4.17%,3.98%,2.28%,1.33%,1.14%,44.21%,2.09%,3.04%,1.90%,0.38%,0.19%,0.19%,0.76%,0.00%,0.00%,0.00%,0.00%,3.04%,100.00%,44.21%,21.44%,9.87%,MORENA,PAN,PRI,27.70%,48.96%,9.87%,3.98%,9.30%,99.81%,48.96%,27.70%,9.87%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E61000000100000001030000000100000027000000605FE137FCCA58C02505AC5B3E663340AB073EB104CB58C04BCBEA30336633406E0D7F5710CB58C0C7DE6FB225663340B5A5FEA435CB58C072DD7189F8653340409335B538CB58C07B116FAAF3653340AFD803593ACB58C096643400F26533401F2CBCF93BCB58C00E960530F26533404F3546B43DCB58C053C6A441F365334039FD1C0541CB58C0604F2E60F8653340C623184244CB58C0A73AF125FD65334009E9E1C746CB58C0B91932AA0166334048F78E304ACB58C03C2FBF9907663340CE780D7949CB58C070147DD102663340F845033349CB58C09100A611FF65334004B4795549CB58C0F62D5DDCF86533408BA7A0E049CB58C0AE4BE3E8F265334063E19C4E4BCB58C0934F119AED653340A2E9BC1A4DCB58C08F193C94EB6533409BEE31E35ECB58C00DB90426DE6533403B181F4A60CB58C085361007DD653340CF8BA46F60CB58C0E457C208D1653340FB46279C5FCB58C0A483A659B865334092A2FCB955CB58C0426F234056653340ECFEAFE64DCB58C05D23AE2A626533405F29ACE345CB58C06143DA5D6E653340B7EF52E73CCB58C02EF3BB8688653340B6B222E435CB58C0099FEDF09C653340FC86EC302ECB58C000F6326AB3653340C56A03AE25CB58C0A93F9E41CC653340997FCF3F1FCB58C0FD563A06DF6533404893D0480ECB58C06F648D8910663340B29A92E20BCB58C0CBEC647115663340364F658109CB58C02C3FD1F11466334070969D8F07CB58C008BFDCA91C6633402C3F5BF505CB58C02362650E22663340038C3FBC03CB58C04547223E2966334093F5C78F00CB58C0F799F4422F66334041CD77DCFECA58C07CB2222D35663340605FE137FCCA58C02505AC5B3E663340,BENITO JUAREZ,4408,1098,362,102,26,31,8,15,5,188,5,16,4,2,0,1,4,1,1,0,1,18,790,362,188,102,174,0.220253165,86,0.108860759,0.719489982,45.82%,12.91%,3.29%,3.92%,1.01%,1.90%,0.63%,23.80%,0.63%,2.03%,0.51%,0.25%,0.00%,0.13%,0.51%,0.13%,0.13%,0.00%,0.13%,2.28%,100.00%,45.82%,23.80%,12.91%,PAN,MORENA,PRI,51.77%,25.70%,12.91%,3.92%,5.70%,100.00%,51.77%,25.70%,12.91%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001E000000B095CE71E9CA58C04D4AAD65586633407739C70CEACA58C074357FAB576633409372B6BCEACA58C076C021D856663340431FF54DEBCA58C0C6FFA229566633403A8569B3ECCA58C0B2A18E325466334027356420EDCA58C000252E9953663340605FE137FCCA58C02505AC5B3E66334041CD77DCFECA58C07CB2222D3566334093F5C78F00CB58C0F799F4422F663340038C3FBC03CB58C04547223E296633402C3F5BF505CB58C02362650E2266334070969D8F07CB58C008BFDCA91C663340364F658109CB58C02C3FD1F114663340B29A92E20BCB58C0CBEC6471156633404893D0480ECB58C06F648D8910663340997FCF3F1FCB58C0FD563A06DF653340C56A03AE25CB58C0A93F9E41CC653340FC86EC302ECB58C000F6326AB3653340B6B222E435CB58C0099FEDF09C653340F6A4B8CF23CB58C0A507020569653340854690C428CB58C0D02D427F4A65334053A86D8E2DCB58C026361F022D653340DF478A3107CB58C05FE4A6590A65334083F7926411CB58C04A8557D18C6433409BDB843C0DCB58C069603482886433407490B16006CB58C0EFDD3EFBDD643340997497A0FBCA58C0997DAF3D666533409970BBD7F5CA58C01A05A9F3B065334063CA7379EFCA58C0D77B1472FC653340B095CE71E9CA58C04D4AAD6558663340,BENITO JUAREZ,4409,1500,561,135,19,36,11,16,7,234,11,19,7,3,0,2,5,1,0,0,1,15,1083,561,234,135,327,0.301939058,99,0.091412742,0.722,51.80%,12.47%,1.75%,3.32%,1.02%,1.48%,0.65%,21.61%,1.02%,1.75%,0.65%,0.28%,0.00%,0.18%,0.46%,0.09%,0.00%,0.00%,0.09%,1.39%,100.00%,51.80%,21.61%,12.47%,PAN,MORENA,PRI,55.59%,23.73%,12.47%,3.32%,4.89%,100.00%,55.59%,23.73%,12.47%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E61000000100000001030000000100000017000000FB46279C5FCB58C0A483A659B8653340535E2A006CCB58C04DEF6CA3AC653340F7416E6577CB58C09B473305A36533408B2EDBA67ACB58C022E17E579B653340007A035678CB58C0FC640B0B82653340C218DD5E70CB58C03A35CF90306533402938BDCF67CB58C0E3E8A303D964334032A6AB2566CB58C03551E6FAC864334017DB4F1960CB58C04359B664D164334098D13E7358CB58C00B2CA9A7DB64334033CD0DAA4BCB58C0EB07E2CEEC643340EB404B7644CB58C048707078F664334047C3D51E3CCB58C08B534EA901653340524A308432CB58C052F0AE8B0E65334053A86D8E2DCB58C026361F022D653340854690C428CB58C0D02D427F4A653340F6A4B8CF23CB58C0A507020569653340B6B222E435CB58C0099FEDF09C653340B7EF52E73CCB58C02EF3BB86886533405F29ACE345CB58C06143DA5D6E653340ECFEAFE64DCB58C05D23AE2A6265334092A2FCB955CB58C0426F234056653340FB46279C5FCB58C0A483A659B8653340,BENITO JUAREZ,4410,2209,819,163,43,48,16,22,19,404,12,23,7,1,1,0,18,5,0,0,1,31,1633,819,404,163,415,0.254133497,241,0.147581139,0.739248529,50.15%,9.98%,2.63%,2.94%,0.98%,1.35%,1.16%,24.74%,0.73%,1.41%,0.43%,0.06%,0.06%,0.00%,1.10%,0.31%,0.00%,0.00%,0.06%,1.90%,100.00%,50.15%,24.74%,9.98%,PAN,MORENA,PRI,55.54%,26.21%,9.98%,2.94%,5.27%,99.94%,55.54%,26.21%,9.98%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000190000008B2EDBA67ACB58C022E17E579B653340BE1847C57ECB58C058E626648965334082DE7F1881CB58C0332B1BCA77653340C68DB13384CB58C0E240C51A5B65334012A281748ACB58C06DDDA0592265334079153A918ACB58C093F9E937156533402F5D1AFD8ACB58C01AAD519F116533405782C4248BCB58C02B5DBC4C10653340AA78768A8BCB58C0A7B4FAE80C6533409BBD67C08CCB58C0B475C63F09653340435B30398ECB58C0DDE02772FB643340313846CE92CB58C07FB53957CB643340B0F1254593CB58C0CECCAA22C0643340472BC88994CB58C0DC4794B9AA643340FB46C35095CB58C0E931B16599643340DBF83E6D95CB58C0D3C307718A64334015B09FCA95CB58C0425B847B74643340C93D8DF495CB58C0391FD739616433407518E7887BCB58C0D3BE478E856433408726AAB162CB58C006975AB6A764334032A6AB2566CB58C03551E6FAC86433402938BDCF67CB58C0E3E8A303D9643340C218DD5E70CB58C03A35CF9030653340007A035678CB58C0FC640B0B826533408B2EDBA67ACB58C022E17E579B653340,BENITO JUAREZ,4411,1749,515,152,28,29,24,28,14,413,7,26,17,0,0,0,3,2,0,0,2,31,1291,515,413,152,102,0.079008521,261,0.202168861,0.738136078,39.89%,11.77%,2.17%,2.25%,1.86%,2.17%,1.08%,31.99%,0.54%,2.01%,1.32%,0.00%,0.00%,0.00%,0.23%,0.15%,0.00%,0.00%,0.15%,2.40%,100.00%,39.89%,31.99%,11.77%,PAN,MORENA,PRI,44.62%,35.17%,11.77%,2.25%,6.20%,100.00%,44.62%,35.17%,11.77%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E610000001000000010300000001000000300000003B181F4A60CB58C085361007DD653340AFF2B37466CB58C07181135FD7653340DC7DF1226CCB58C07EBB4D31D2653340F2D192B972CB58C057C86D09CC653340701F9DDD7CCB58C03652C208C2653340CD7FEFCF7ECB58C00D53D457BE65334046E8EF6C87CB58C050C4B752B66533408C96684E94CB58C0D73C3C32AB653340478E51D498CB58C09ADD4280A8653340ADAA81E29CCB58C0930DD676A5653340EB5141A9A9CB58C0F064BA739C653340812AC460ABCB58C005F0B33D9B6533403B57140CADCB58C04A4C846594653340EC457CD4BDCB58C0F0BB63457C653340E347EDE2C7CB58C04FCE01B96C6533404D608074CCCB58C0F5C253B969653340BEDFBBA7D8CB58C0B70247B76165334008F98432DCCB58C0ED8FD3655D653340C2FDF210DECB58C0A6EF63821365334018F58A41CECB58C00A4F33430C65334020C7990DC0CB58C0D72D89C005653340694E7515B1CB58C0C2C4DBE3FE643340CBF8055CB2CB58C05D903D25CE643340A6FD73FEB3CB58C0576727B08F643340969EF896B4CB58C0750712EC7864334003296D82A5CB58C0FF16CEF07A6433403C01491C9DCB58C0C25F91107C64334090360FCB9ACB58C066087287B26433403DA39A3694CB58C01DC68F76EC6433409915C20593CB58C0C7EE189EEA643340799C5B0592CB58C09A718014E9643340313846CE92CB58C07FB53957CB643340435B30398ECB58C0DDE02772FB6433409BBD67C08CCB58C0B475C63F09653340AA78768A8BCB58C0A7B4FAE80C6533405782C4248BCB58C02B5DBC4C106533402F5D1AFD8ACB58C01AAD519F1165334079153A918ACB58C093F9E9371565334012A281748ACB58C06DDDA05922653340C68DB13384CB58C0E240C51A5B65334082DE7F1881CB58C0332B1BCA77653340BE1847C57ECB58C058E62664896533408B2EDBA67ACB58C022E17E579B653340F7416E6577CB58C09B473305A3653340535E2A006CCB58C04DEF6CA3AC653340FB46279C5FCB58C0A483A659B8653340CF8BA46F60CB58C0E457C208D16533403B181F4A60CB58C085361007DD653340,BENITO JUAREZ,4412,1791,642,185,33,38,15,21,10,313,9,21,13,1,0,2,11,1,1,2,2,26,1346,642,313,185,329,0.244427935,128,0.095096582,0.751535455,47.70%,13.74%,2.45%,2.82%,1.11%,1.56%,0.74%,23.25%,0.67%,1.56%,0.97%,0.07%,0.00%,0.15%,0.82%,0.07%,0.07%,0.15%,0.15%,1.93%,100.00%,47.70%,23.25%,13.74%,PAN,MORENA,PRI,52.82%,25.56%,13.74%,2.82%,5.05%,100.00%,52.82%,25.56%,13.74%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001B0000001D54025105CC58C0BE795C444D653340BDDAEBA610CC58C0BE8C0A5D4A653340E7EC7F6512CC58C0749DA5EA496533408CC014D916CC58C0DFECBAC648653340D59546B217CC58C05869EC8E48653340A4336D1E18CC58C0E27F227348653340DD35BDB218CC58C088D1064D48653340321C56D619CC58C0248CB20248653340EAA5138714CC58C028963B5B14653340ACB85F2A12CC58C0E5E9C5B1FD643340227C12450FCC58C02BE61978E26433400332977A0ECC58C038A3C4D8D6643340DABB08910DCC58C0E3BEBC96D5643340EAF943C90CCC58C04535D7F6D4643340776169700CCC58C041AEAEAFD464334082EA59A70BCC58C01399D10ED46433401B8DB04D0ACC58C0E9679950D2643340C3601BB704CC58C0D9CBD419CB6433403C7773B2FDCB58C03D71D5A8C16433408621A59800CC58C0D34B7CEAA9643340D6A3B5D1F3CB58C09CE59FF4A6643340EAED270AF0CB58C086619C6C3B65334043F52BDBEFCB58C0F7B6E20142653340FBF82FACEFCB58C06D0A29974865334041C2C3D700CC58C07AF999BD4C65334051A16D8702CC58C0354C65F04C6533401D54025105CC58C0BE795C444D653340,BENITO JUAREZ,4413,1268,290,107,32,26,17,21,4,332,13,16,10,3,5,1,13,2,1,1,0,27,921,332,290,107,42,0.045602606,183,0.198697068,0.726340694,31.49%,11.62%,3.47%,2.82%,1.85%,2.28%,0.43%,36.05%,1.41%,1.74%,1.09%,0.33%,0.54%,0.11%,1.41%,0.22%,0.11%,0.11%,0.00%,2.93%,100.00%,36.05%,31.49%,11.62%,MORENA,PAN,PRI,39.09%,39.41%,11.62%,2.82%,6.51%,99.46%,39.41%,39.09%,11.62%,JUNTOS HAREMOS HISTORIA,POR MÉXICO AL FRENTE,PRI
0106000020E61000000100000001030000000100000011000000C2FDF210DECB58C0A6EF6382136533402444285BE0CB58C0BB2F7A7AC36433402152DCE8E2CB58C05483DD297464334025E78EDCE4CB58C005BB236535643340AE193A6DE5CB58C049C5013923643340D5328F92D4CB58C0BC4FD35A2364334039841AA1C5CB58C03810206D23643340337DE20BB7CB58C039A6389125643340EE3EB61FA8CB58C0587353962764334003296D82A5CB58C0FF16CEF07A643340969EF896B4CB58C0750712EC78643340A6FD73FEB3CB58C0576727B08F643340CBF8055CB2CB58C05D903D25CE643340694E7515B1CB58C0C2C4DBE3FE64334020C7990DC0CB58C0D72D89C00565334018F58A41CECB58C00A4F33430C653340C2FDF210DECB58C0A6EF638213653340,BENITO JUAREZ,4414,1773,634,158,30,34,13,14,14,351,17,21,9,3,0,3,11,2,1,0,1,21,1337,634,351,158,283,0.211667913,193,0.144353029,0.754089114,47.42%,11.82%,2.24%,2.54%,0.97%,1.05%,1.05%,26.25%,1.27%,1.57%,0.67%,0.22%,0.00%,0.22%,0.82%,0.15%,0.07%,0.00%,0.07%,1.57%,100.00%,47.42%,26.25%,11.82%,PAN,MORENA,PRI,51.76%,28.35%,11.82%,2.54%,5.53%,100.00%,51.76%,28.35%,11.82%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001D0000009915C20593CB58C0C7EE189EEA6433401B343D3B94CB58C0D72615CADB643340B3BCA77F96CB58C0D3A083D2B56433401398C9F197CB58C02850D9659A6433407A82821699CB58C025920DC08364334005C88DA399CB58C05A40E8026E643340078FA06499CB58C0CABFDB6A356433405A9B5FE497CB58C06FBFC0D837643340EC87448E97CB58C087266663386433404D98BE7F96CB58C0381EA7183A64334001008C0691CB58C01FABDACE41643340DBBEF95B8DCB58C0D95289941A643340FDFEA09774CB58C0524BDD563E6433402ACFB59B70CB58C0A0557D201964334001FE8FB367CB58C0FB60C5B625643340EEA6094557CB58C0B8B70FF43A64334027AB598B5BCB58C072E022885F643340F2A549135FCB58C00612022E836433408726AAB162CB58C006975AB6A76433407518E7887BCB58C0D3BE478E85643340C93D8DF495CB58C0391FD7396164334015B09FCA95CB58C0425B847B74643340DBF83E6D95CB58C0D3C307718A643340FB46C35095CB58C0E931B16599643340472BC88994CB58C0DC4794B9AA643340B0F1254593CB58C0CECCAA22C0643340313846CE92CB58C07FB53957CB643340799C5B0592CB58C09A718014E96433409915C20593CB58C0C7EE189EEA643340,BENITO JUAREZ,4415,1100,348,92,15,25,10,19,10,236,8,21,9,1,0,1,2,0,0,0,14,17,828,348,236,92,112,0.1352657,144,0.173913043,0.752727273,42.03%,11.11%,1.81%,3.02%,1.21%,2.29%,1.21%,28.50%,0.97%,2.54%,1.09%,0.12%,0.00%,0.12%,0.24%,0.00%,0.00%,0.00%,1.69%,2.05%,100.00%,42.03%,28.50%,11.11%,PAN,MORENA,PRI,46.38%,31.04%,11.11%,3.02%,8.45%,100.00%,46.38%,31.04%,11.11%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
0106000020E6100000010000000103000000010000001400000053A86D8E2DCB58C026361F022D653340524A308432CB58C052F0AE8B0E65334047C3D51E3CCB58C08B534EA901653340EB404B7644CB58C048707078F664334033CD0DAA4BCB58C0EB07E2CEEC64334098D13E7358CB58C00B2CA9A7DB64334017DB4F1960CB58C04359B664D164334032A6AB2566CB58C03551E6FAC86433408726AAB162CB58C006975AB6A7643340F2A549135FCB58C00612022E8364334027AB598B5BCB58C072E022885F643340EEA6094557CB58C0B8B70FF43A643340E459D6D04ECB58C08A0D152F476433403BB2262E3ECB58C06AAF6A815F643340148897DF3ACB58C00F4768893C643340003F92E522CB58C03AF1ED855B643340AC2EC19913CB58C0BB43C01C7164334083F7926411CB58C04A8557D18C643340DF478A3107CB58C05FE4A6590A65334053A86D8E2DCB58C026361F022D653340,BENITO JUAREZ,4416,936,337,77,18,14,7,20,3,148,6,12,4,0,0,0,7,0,0,0,1,21,675,337,148,77,189,0.28,71,0.105185185,0.721153846,49.93%,11.41%,2.67%,2.07%,1.04%,2.96%,0.44%,21.93%,0.89%,1.78%,0.59%,0.00%,0.00%,0.00%,1.04%,0.00%,0.00%,0.00%,0.15%,3.11%,100.00%,49.93%,21.93%,11.41%,PAN,MORENA,PRI,56.59%,23.56%,11.41%,2.07%,6.37%,100.00%,56.59%,23.56%,11.41%,POR MÉXICO AL FRENTE,JUNTOS HAREMOS HISTORIA,PRI
